2018-11-14 12:30:53.232361,10.139.39.98,0.15
2018-11-14 12:30:53.527829,10.139.37.194,0.288677
2018-11-14 12:30:54.563575,10.228.192.210,1.028861
2018-11-14 12:30:54.612236,10.139.7.4,0.15
2018-11-14 12:30:54.633327,10.139.40.85,0.013422
2018-11-14 12:30:54.647980,10.139.40.122,0.00758
2018-11-14 12:30:54.675820,10.138.25.67,0.02045
2018-11-14 12:30:54.703003,10.138.57.2,0.020288
2018-11-14 12:30:54.802089,10.139.17.4,0.092175
2018-11-14 12:30:55.065436,10.138.85.130,0.256308
2018-11-14 12:30:55.092289,10.138.120.66,0.019785
2018-11-14 12:30:56.581155,10.140.93.35,1.481679
2018-11-14 12:30:56.747826,10.228.193.210,0.159768
2018-11-14 12:33:06.285404,10.228.204.9,0.15
2018-11-14 12:32:53.233993,10.139.39.98,0.15
2018-11-14 12:32:53.442927,10.139.37.194,0.201491
2018-11-14 12:33:04.911482,10.228.192.210,11.460669
2018-11-14 12:33:04.970448,10.139.7.4,0.15
2018-11-14 12:33:04.997388,10.139.40.85,0.017871
2018-11-14 12:33:05.012320,10.139.40.122,0.007505
2018-11-14 12:33:05.039378,10.138.25.67,0.018581
2018-11-14 12:33:05.064414,10.138.57.2,0.017183
2018-11-14 12:33:05.119416,10.139.17.4,0.047527
2018-11-14 12:33:05.439740,10.138.85.130,0.312816
2018-11-14 12:33:05.466254,10.138.120.66,0.019787
2018-11-14 12:33:07.093666,10.140.93.35,1.620462
2018-11-14 12:33:07.252685,10.228.193.210,0.150929
2018-11-14 12:35:17.357374,10.228.204.9,0.15
2018-11-14 12:34:53.234794,10.139.39.98,0.15
2018-11-14 12:34:53.446752,10.139.37.194,0.204254
2018-11-14 12:34:54.596080,10.228.192.210,1.141948
2018-11-14 12:34:54.682635,10.139.7.4,0.15
2018-11-14 12:34:54.717354,10.139.40.85,0.026752
2018-11-14 12:34:54.729910,10.139.40.122,0.00486
2018-11-14 12:34:54.755522,10.138.25.67,0.017945
2018-11-14 12:34:54.784679,10.138.57.2,0.021142
2018-11-14 12:34:54.968962,10.139.17.4,0.176492
2018-11-14 12:34:55.526710,10.138.85.130,0.54979
2018-11-14 12:34:55.554116,10.138.120.66,0.019977
2018-11-14 12:34:57.083065,10.140.93.35,1.521435
2018-11-14 12:34:57.246115,10.228.193.210,0.15548
2018-11-14 12:37:07.949375,10.228.204.9,0.15
2018-11-14 12:36:53.238487,10.139.39.98,0.15
2018-11-14 12:36:53.542645,10.139.37.194,0.296094
2018-11-14 12:36:54.293151,10.228.192.210,0.742332
2018-11-14 12:36:54.342367,10.139.7.4,0.15
2018-11-14 12:36:54.362446,10.139.40.85,0.012943
2018-11-14 12:36:54.373898,10.139.40.122,0.004375
2018-11-14 12:36:54.400414,10.138.25.67,0.019778
2018-11-14 12:36:54.427025,10.138.57.2,0.019581
2018-11-14 12:36:54.537728,10.139.17.4,0.103315
2018-11-14 12:36:54.772738,10.138.85.130,0.227448
2018-11-14 12:36:54.802291,10.138.120.66,0.021761
2018-11-14 12:36:55.814840,10.140.93.35,1.004734
2018-11-14 12:36:55.980627,10.228.193.210,0.158357
2018-11-14 12:39:06.733409,10.228.204.9,0.15
2018-11-14 12:38:53.239226,10.139.39.98,0.15
2018-11-14 12:38:53.454107,10.139.37.194,0.207543
2018-11-14 12:38:54.606344,10.228.192.210,1.144581
2018-11-14 12:38:54.652541,10.139.7.4,0.15
2018-11-14 12:38:54.672397,10.139.40.85,0.012825
2018-11-14 12:38:54.690236,10.139.40.122,0.009948
2018-11-14 12:38:54.719251,10.138.25.67,0.021358
2018-11-14 12:38:54.747583,10.138.57.2,0.021131
2018-11-14 12:38:54.803912,10.139.17.4,0.049187
2018-11-14 12:38:55.089984,10.138.85.130,0.27849
2018-11-14 12:38:55.124117,10.138.120.66,0.02655
2018-11-14 12:38:56.840422,10.140.93.35,1.708885
2018-11-14 12:38:57.004894,10.228.193.210,0.15695
2018-11-14 12:41:07.565351,10.228.204.9,0.15
2018-11-14 12:40:53.240427,10.139.39.98,0.15
2018-11-14 12:40:53.448066,10.139.37.194,0.199442
2018-11-14 12:40:54.092810,10.228.192.210,0.636938
2018-11-14 12:40:54.136630,10.139.7.4,0.15
2018-11-14 12:40:54.156741,10.139.40.85,0.012897
2018-11-14 12:40:54.170591,10.139.40.122,0.006013
2018-11-14 12:40:54.200012,10.138.25.67,0.020274
2018-11-14 12:40:54.232602,10.138.57.2,0.024144
2018-11-14 12:40:54.294127,10.139.17.4,0.053881
2018-11-14 12:40:54.553789,10.138.85.130,0.251811
2018-11-14 12:40:54.582857,10.138.120.66,0.021756
2018-11-14 12:40:55.606008,10.140.93.35,1.015379
2018-11-14 12:42:53.013684,10.228.193.210,117.399868
2018-11-14 12:45:03.085371,10.228.204.9,0.15
2018-11-14 12:42:53.240231,10.139.39.98,0.15
2018-11-14 12:42:53.450632,10.139.37.194,0.202336
2018-11-14 12:42:54.373936,10.228.192.210,0.915695
2018-11-14 12:42:54.420135,10.139.7.4,0.15
2018-11-14 12:42:54.441062,10.139.40.85,0.012846
2018-11-14 12:42:54.454148,10.139.40.122,0.005686
2018-11-14 12:42:54.482873,10.138.25.67,0.021392
2018-11-14 12:42:54.508707,10.138.57.2,0.018115
2018-11-14 12:42:54.568361,10.139.17.4,0.052056
2018-11-14 12:42:55.103285,10.138.85.130,0.52484
2018-11-14 12:42:55.128767,10.138.120.66,0.018312
2018-11-14 12:42:56.285596,10.140.93.35,1.149097
2018-11-14 12:42:56.530081,10.228.193.210,0.23711
2018-11-14 12:45:07.181340,10.228.204.9,0.15
2018-11-14 12:44:53.242364,10.139.39.98,0.15
2018-11-14 12:44:53.456646,10.139.37.194,0.206499
2018-11-14 12:44:54.447047,10.228.192.210,0.982984
2018-11-14 12:44:54.490420,10.139.7.4,0.15
2018-11-14 12:44:54.512436,10.139.40.85,0.014816
2018-11-14 12:44:54.525575,10.139.40.122,0.006102
2018-11-14 12:44:54.552759,10.138.25.67,0.020169
2018-11-14 12:44:54.579514,10.138.57.2,0.019677
2018-11-14 12:44:54.626110,10.139.17.4,0.039502
2018-11-14 12:44:55.597626,10.138.85.130,0.963583
2018-11-14 12:44:55.625611,10.138.120.66,0.020819
2018-11-14 12:44:56.898679,10.140.93.35,1.265502
2018-11-14 12:44:57.170087,10.228.193.210,0.263563
2018-11-14 12:47:08.013364,10.228.204.9,0.15
2018-11-14 12:46:53.244617,10.139.39.98,0.15
2018-11-14 12:46:53.450265,10.139.37.194,0.197874
2018-11-14 12:47:01.793606,10.228.192.210,8.335908
2018-11-14 12:47:01.834775,10.139.7.4,0.15
2018-11-14 12:47:01.854736,10.139.40.85,0.013073
2018-11-14 12:47:01.867000,10.139.40.122,0.005082
2018-11-14 12:47:01.892354,10.138.25.67,0.018567
2018-11-14 12:47:01.919762,10.138.57.2,0.020033
2018-11-14 12:50:01.928731,10.139.17.4,0.039502
2018-11-14 12:50:02.252958,10.138.85.130,0.316546
2018-11-14 12:50:02.287892,10.138.120.66,0.027333
2018-11-14 12:50:03.564749,10.140.93.35,1.269123
2018-11-14 12:50:03.844304,10.228.193.210,0.271971
2018-11-14 12:52:13.165684,10.228.204.9,0.15
2018-11-14 12:48:53.244891,10.139.39.98,0.15
2018-11-14 12:48:53.471400,10.139.37.194,0.219156
2018-11-14 12:48:54.661885,10.228.192.210,1.183013
2018-11-14 12:48:54.703290,10.139.7.4,0.15
2018-11-14 12:48:54.723739,10.139.40.85,0.013063
2018-11-14 12:48:54.735584,10.139.40.122,0.004333
2018-11-14 12:48:56.838432,10.138.25.67,2.095802
2018-11-14 12:48:57.888993,10.138.57.2,1.041849
2018-11-14 12:50:02.133583,10.139.17.4,64.236846
2018-11-14 12:50:02.975856,10.138.85.130,0.83438
2018-11-14 12:50:03.295471,10.138.120.66,0.312503
2018-11-14 12:50:04.536752,10.140.93.35,1.233778
2018-11-14 12:50:04.802101,10.228.193.210,0.258036
2018-11-14 12:52:15.213337,10.228.204.9,0.15
2018-11-14 12:50:53.247777,10.139.39.98,0.15
2018-11-14 12:50:53.473531,10.139.37.194,0.217688
2018-11-14 12:50:54.402915,10.228.192.210,0.921728
2018-11-14 12:50:54.472003,10.139.7.4,0.15
2018-11-14 12:50:54.494600,10.139.40.85,0.012799
2018-11-14 12:50:54.509688,10.139.40.122,0.006579
2018-11-14 12:50:54.545250,10.138.25.67,0.027026
2018-11-14 12:50:54.573428,10.138.57.2,0.020247
2018-11-14 12:50:54.722521,10.139.17.4,0.13968
2018-11-14 12:50:55.909384,10.138.85.130,1.179169
2018-11-14 12:50:55.936279,10.138.120.66,0.019571
2018-11-14 12:50:57.777053,10.140.93.35,1.831801
2018-11-14 12:50:58.056749,10.228.193.210,0.268781
2018-11-14 12:53:08.461378,10.228.204.9,0.15
2018-11-14 12:52:53.249765,10.139.39.98,0.15
2018-11-14 12:52:53.460712,10.139.37.194,0.20307
2018-11-14 12:52:54.218161,10.228.192.210,0.749775
2018-11-14 12:52:54.263668,10.139.7.4,0.15
2018-11-14 12:52:54.292722,10.139.40.85,0.021218
2018-11-14 12:52:54.311223,10.139.40.122,0.007103
2018-11-14 12:52:54.343764,10.138.25.67,0.021606
2018-11-14 12:52:54.372551,10.138.57.2,0.020598
2018-11-14 12:52:54.477641,10.139.17.4,0.096853
2018-11-14 12:52:55.224269,10.138.85.130,0.73864
2018-11-14 12:52:55.252090,10.138.120.66,0.02005
2018-11-14 12:52:56.387379,10.140.93.35,1.127322
2018-11-14 12:52:56.659957,10.228.193.210,0.264776
2018-11-14 12:55:07.245358,10.228.204.9,0.15
2018-11-14 12:54:53.250566,10.139.39.98,0.15
2018-11-14 12:54:53.474549,10.139.37.194,0.213758
2018-11-14 12:54:54.593363,10.228.192.210,1.110662
2018-11-14 12:54:54.646796,10.139.7.4,0.15
2018-11-14 12:54:54.671384,10.139.40.85,0.016686
2018-11-14 12:54:54.686349,10.139.40.122,0.007172
2018-11-14 12:54:54.728590,10.138.25.67,0.034628
2018-11-14 12:54:54.756337,10.138.57.2,0.020372
2018-11-14 12:54:54.812689,10.139.17.4,0.048235
2018-11-14 12:54:55.645694,10.138.85.130,0.825049
2018-11-14 12:54:55.672734,10.138.120.66,0.019797
2018-11-14 12:54:56.782591,10.140.93.35,1.102182
2018-11-14 12:54:57.052727,10.228.193.210,0.262691
2018-11-14 12:57:08.078104,10.228.204.9,0.15
2018-11-14 12:56:53.253765,10.139.39.98,0.15
2018-11-14 12:56:53.477208,10.139.37.194,0.213446
2018-11-14 12:56:54.252044,10.228.192.210,0.76729
2018-11-14 12:56:54.309725,10.139.7.4,0.15
2018-11-14 12:56:54.329853,10.139.40.85,0.012911
2018-11-14 12:56:54.343289,10.139.40.122,0.005831
2018-11-14 12:56:54.371572,10.138.25.67,0.02023
2018-11-14 12:56:54.398781,10.138.57.2,0.019241
2018-11-14 12:56:54.443522,10.139.17.4,0.036738
2018-11-14 12:56:55.649396,10.138.85.130,1.197759
2018-11-14 12:56:55.675929,10.138.120.66,0.019453
2018-11-14 12:56:56.774174,10.140.93.35,1.090973
2018-11-14 12:56:57.040171,10.228.193.210,0.25864
2018-11-14 12:59:06.861440,10.228.204.9,0.15
2018-11-14 12:58:53.253782,10.139.39.98,0.15
2018-11-14 12:58:53.469847,10.139.37.194,0.208171
2018-11-14 12:58:54.462131,10.228.192.210,0.984675
2018-11-14 12:58:54.529767,10.139.7.4,0.15
2018-11-14 12:58:54.550772,10.139.40.85,0.013396
2018-11-14 12:58:54.564256,10.139.40.122,0.006169
2018-11-14 12:58:54.594961,10.138.25.67,0.020306
2018-11-14 12:58:54.621421,10.138.57.2,0.018234
2018-11-14 12:58:54.673625,10.139.17.4,0.044488
2018-11-14 12:58:55.263799,10.138.85.130,0.58264
2018-11-14 12:58:55.289887,10.138.120.66,0.018933
2018-11-14 12:59:12.576546,10.140.93.35,17.279219
2018-11-14 12:59:12.859597,10.228.193.210,0.275184
2018-11-14 13:01:22.029310,10.228.204.9,0.15
2018-11-14 13:00:53.252682,10.139.39.98,0.15
2018-11-14 13:00:53.475819,10.139.37.194,0.215243
2018-11-14 13:00:54.173328,10.228.192.210,0.68987
2018-11-14 13:00:54.229535,10.139.7.4,0.15
2018-11-14 13:00:54.252921,10.139.40.85,0.015689
2018-11-14 13:00:54.266614,10.139.40.122,0.005949
2018-11-14 13:00:54.294221,10.138.25.67,0.019945
2018-11-14 13:00:54.325911,10.138.57.2,0.023491
2018-11-14 13:00:57.179915,10.139.17.4,2.845801
2018-11-14 13:00:58.359153,10.138.85.130,1.171021
2018-11-14 13:00:58.386340,10.138.120.66,0.019692
2018-11-14 13:00:59.708391,10.140.93.35,1.314321
2018-11-14 13:00:59.979693,10.228.193.210,0.263294
2018-11-14 13:03:10.573364,10.228.204.9,0.15
2018-11-14 13:02:53.254849,10.139.39.98,0.15
2018-11-14 13:02:53.472165,10.139.37.194,0.209318
2018-11-14 13:02:54.482598,10.228.192.210,1.002424
2018-11-14 13:02:54.576139,10.139.7.4,0.15
2018-11-14 13:02:54.618428,10.139.40.85,0.030949
2018-11-14 13:02:54.633441,10.139.40.122,0.006949
2018-11-14 13:02:54.662365,10.138.25.67,0.021038
2018-11-14 13:02:54.689550,10.138.57.2,0.017861
2018-11-14 13:02:54.743693,10.139.17.4,0.042848
2018-11-14 13:02:55.488747,10.138.85.130,0.737061
2018-11-14 13:02:55.513752,10.138.120.66,0.017727
2018-11-14 13:02:56.606875,10.140.93.35,1.085769
2018-11-14 13:02:56.886156,10.228.193.210,0.271034
2018-11-14 13:05:07.309346,10.228.204.9,0.15
2018-11-14 13:04:53.258009,10.139.39.98,0.15
2018-11-14 13:04:53.499417,10.139.37.194,0.230659
2018-11-14 13:04:54.964875,10.228.192.210,1.457878
2018-11-14 13:04:55.045286,10.139.7.4,0.15
2018-11-14 13:04:55.069629,10.139.40.85,0.016364
2018-11-14 13:04:55.081585,10.139.40.122,0.004612
2018-11-14 13:04:55.114113,10.138.25.67,0.024846
2018-11-14 13:04:55.143543,10.138.57.2,0.018767
2018-11-14 13:04:55.188608,10.139.17.4,0.037647
2018-11-14 13:04:56.038607,10.138.85.130,0.842446
2018-11-14 13:04:56.064601,10.138.120.66,0.01868
2018-11-14 13:04:57.398318,10.140.93.35,1.32583
2018-11-14 13:04:57.663159,10.228.193.210,0.257319
2018-11-14 13:07:08.141346,10.228.204.9,0.15
2018-11-14 13:06:53.257805,10.139.39.98,0.15
2018-11-14 13:06:53.482963,10.139.37.194,0.217222
2018-11-14 13:06:54.355348,10.228.192.210,0.864721
2018-11-14 13:06:54.413611,10.139.7.4,0.15
2018-11-14 13:06:54.445346,10.139.40.85,0.023973
2018-11-14 13:06:54.460530,10.139.40.122,0.0073
2018-11-14 13:06:54.491053,10.138.25.67,0.019632
2018-11-14 13:06:54.518706,10.138.57.2,0.02
2018-11-14 13:06:54.575225,10.139.17.4,0.048496
2018-11-14 13:06:55.066481,10.138.85.130,0.482669
2018-11-14 13:06:55.093500,10.138.120.66,0.019465
2018-11-14 13:06:56.380199,10.140.93.35,1.278638
2018-11-14 13:06:56.648655,10.228.193.210,0.260092
2018-11-14 13:09:06.925359,10.228.204.9,0.15
2018-11-14 13:08:53.260909,10.139.39.98,0.15
2018-11-14 13:08:53.487210,10.139.37.194,0.218683
2018-11-14 13:08:54.426645,10.228.192.210,0.931437
2018-11-14 13:08:54.469437,10.139.7.4,0.15
2018-11-14 13:08:54.491043,10.139.40.85,0.014573
2018-11-14 13:08:54.502865,10.139.40.122,0.004368
2018-11-14 13:08:54.540484,10.138.25.67,0.030312
2018-11-14 13:08:54.586579,10.138.57.2,0.038393
2018-11-14 13:08:54.662644,10.139.17.4,0.067917
2018-11-14 13:08:55.512229,10.138.85.130,0.840145
2018-11-14 13:08:55.539332,10.138.120.66,0.019549
2018-11-14 13:08:56.713833,10.140.93.35,1.167212
2018-11-14 13:08:56.978302,10.228.193.210,0.256874
2018-11-14 13:11:07.757393,10.228.204.9,0.15
2018-11-14 13:10:53.266289,10.139.39.98,0.15
2018-11-14 13:10:53.498195,10.139.37.194,0.220716
2018-11-14 13:10:54.396855,10.228.192.210,0.890983
2018-11-14 13:10:54.463053,10.139.7.4,0.15
2018-11-14 13:10:54.490109,10.139.40.85,0.019818
2018-11-14 13:10:54.508350,10.139.40.122,0.010185
2018-11-14 13:10:54.539968,10.138.25.67,0.023687
2018-11-14 13:10:54.567399,10.138.57.2,0.020121
2018-11-14 13:10:54.648613,10.139.17.4,0.07265
2018-11-14 13:10:55.410919,10.138.85.130,0.753269
2018-11-14 13:10:55.437359,10.138.120.66,0.019243
2018-11-14 13:10:56.590518,10.140.93.35,1.145689
2018-11-14 13:10:56.855396,10.228.193.210,0.257421
2018-11-14 13:13:06.541372,10.228.204.9,0.15
2018-11-14 13:12:53.261797,10.139.39.98,0.15
2018-11-14 13:12:53.484905,10.139.37.194,0.215155
2018-11-14 13:12:54.295511,10.228.192.210,0.803007
2018-11-14 13:12:54.382102,10.139.7.4,0.15
